RegionID,SizeRank,RegionName,RegionType,StateName,State,City,Metro,CountyName,Housing Type,Date,ZHVI
61639,0,10025,Zip,NY,NY,New York,New York-Newark-Jersey City,New York County,SingleFamilyResidence,2004-08-31 00:00:00,1524375.0
61639,0,10025,Zip,NY,NY,New York,New York-Newark-Jersey City,New York County,SingleFamilyResidence,2004-09-30 00:00:00,1555066.0
61639,0,10025,Zip,NY,NY,New York,New York-Newark-Jersey City,New York County,SingleFamilyResidence,2004-10-31 00:00:00,1573445.0
61639,0,10025,Zip,NY,NY,New York,New York-Newark-Jersey City,New York County,SingleFamilyResidence,2004-11-30 00:00:00,1583806.0
61639,0,10025,Zip,NY,NY,New York,New York-Newark-Jersey City,New York County,SingleFamilyResidence,2004-12-31 00:00:00,1585621.0
61639,0,10025,Zip,NY,NY,New York,New York-Newark-Jersey City,New York County,SingleFamilyResidence,2005-01-31 00:00:00,1592740.0
61639,0,10025,Zip,NY,NY,New York,New York-Newark-Jersey City,New York County,SingleFamilyResidence,2005-02-28 00:00:00,1600833.0
61639,0,10025,Zip,NY,NY,New York,New York-Newark-Jersey City,New York County,SingleFamilyResidence,2005-03-31 00:00:00,1600853.0
61639,0,10025,Zip,NY,NY,New York,New York-Newark-Jersey City,New York County,SingleFamilyResidence,2005-04-30 00:00:00,1592717.0
61639,0,10025,Zip,NY,NY,New York,New York-Newark-Jersey City,New York County,SingleFamilyResidence,2005-05-31 00:00:00,1579209.0
61639,0,10025,Zip,NY,NY,New York,New York-Newark-Jersey City,New York County,SingleFamilyResidence,2005-06-30 00:00:00,1570513.0
61639,0,10025,Zip,NY,NY,New York,New York-Newark-Jersey City,New York County,SingleFamilyResidence,2005-07-31 00:00:00,1571045.0
61639,0,10025,Zip,NY,NY,New York,New York-Newark-Jersey City,New York County,SingleFamilyResidence,2005-08-31 00:00:00,1571416.0
61639,0,10025,Zip,NY,NY,New York,New York-Newark-Jersey City,New York County,SingleFamilyResidence,2005-09-30 00:00:00,1580580.0
61639,0,10025,Zip,NY,NY,New York,New York-Newark-Jersey City,New York County,SingleFamilyResidence,2005-10-31 00:00:00,1602505.0
61639,0,10025,Zip,NY,NY,New York,New York-Newark-Jersey City,New York County,SingleFamilyResidence,2005-11-30 00:00:00,1643089.0
61639,0,10025,Zip,NY,NY,New York,New York-Newark-Jersey City,New York County,SingleFamilyResidence,2005-12-31 00:00:00,1676681.0
61639,0,10025,Zip,NY,NY,New York,New York-Newark-Jersey City,New York County,SingleFamilyResidence,2006-01-31 00:00:00,1718650.0
61639,0,10025,Zip,NY,NY,New York,New York-Newark-Jersey City,New York County,SingleFamilyResidence,2006-02-28 00:00:00,1742932.0
61639,0,10025,Zip,NY,NY,New York,New York-Newark-Jersey City,New York County,SingleFamilyResidence,2006-03-31 00:00:00,1768520.0
61639,0,10025,Zip,NY,NY,New York,New York-Newark-Jersey City,New York County,SingleFamilyResidence,2006-04-30 00:00:00,1768997.0
61639,0,10025,Zip,NY,NY,New York,New York-Newark-Jersey City,New York County,SingleFamilyResidence,2006-05-31 00:00:00,1774703.0
61639,0,10025,Zip,NY,NY,New York,New York-Newark-Jersey City,New York County,SingleFamilyResidence,2006-06-30 00:00:00,1783737.0
61639,0,10025,Zip,NY,NY,New York,New York-Newark-Jersey City,New York County,SingleFamilyResidence,2006-07-31 00:00:00,1784752.0
61639,0,10025,Zip,NY,NY,New York,New York-Newark-Jersey City,New York County,SingleFamilyResidence,2006-08-31 00:00:00,1759500.0
61639,0,10025,Zip,NY,NY,New York,New York-Newark-Jersey City,New York County,SingleFamilyResidence,2006-09-30 00:00:00,1707963.0
61639,0,10025,Zip,NY,NY,New York,New York-Newark-Jersey City,New York County,SingleFamilyResidence,2006-10-31 00:00:00,1659888.0
61639,0,10025,Zip,NY,NY,New York,New York-Newark-Jersey City,New York County,SingleFamilyResidence,2006-11-30 00:00:00,1633629.0
61639,0,10025,Zip,NY,NY,New York,New York-Newark-Jersey City,New York County,SingleFamilyResidence,2006-12-31 00:00:00,1643673.0
61639,0,10025,Zip,NY,NY,New York,New York-Newark-Jersey City,New York County,SingleFamilyResidence,2007-01-31 00:00:00,1629611.0
61639,0,10025,Zip,NY,NY,New York,New York-Newark-Jersey City,New York County,SingleFamilyResidence,2007-02-28 00:00:00,1626133.0
61639,0,10025,Zip,NY,NY,New York,New York-Newark-Jersey City,New York County,SingleFamilyResidence,2007-03-31 00:00:00,1612310.0
61639,0,10025,Zip,NY,NY,New York,New York-Newark-Jersey City,New York County,SingleFamilyResidence,2007-04-30 00:00:00,1616826.0
61639,0,10025,Zip,NY,NY,New York,New York-Newark-Jersey City,New York County,SingleFamilyResidence,2007-05-31 00:00:00,1615620.0
61639,0,10025,Zip,NY,NY,New York,New York-Newark-Jersey City,New York County,SingleFamilyResidence,2007-06-30 00:00:00,1605522.0
61639,0,10025,Zip,NY,NY,New York,New York-Newark-Jersey City,New York County,SingleFamilyResidence,2007-07-31 00:00:00,1618887.0
61639,0,10025,Zip,NY,NY,New York,New York-Newark-Jersey City,New York County,SingleFamilyResidence,2007-08-31 00:00:00,1635331.0
61639,0,10025,Zip,NY,NY,New York,New York-Newark-Jersey City,New York County,SingleFamilyResidence,2007-09-30 00:00:00,1658032.0
61639,0,10025,Zip,NY,NY,New York,New York-Newark-Jersey City,New York County,SingleFamilyResidence,2007-10-31 00:00:00,1668769.0
61639,0,10025,Zip,NY,NY,New York,New York-Newark-Jersey City,New York County,SingleFamilyResidence,2007-11-30 00:00:00,1654313.0
61639,0,10025,Zip,NY,NY,New York,New York-Newark-Jersey City,New York County,SingleFamilyResidence,2007-12-31 00:00:00,1624285.0
61639,0,10025,Zip,NY,NY,New York,New York-Newark-Jersey City,New York County,SingleFamilyResidence,2008-01-31 00:00:00,1606893.0
61639,0,10025,Zip,NY,NY,New York,New York-Newark-Jersey City,New York County,SingleFamilyResidence,2008-02-29 00:00:00,1590878.0
61639,0,10025,Zip,NY,NY,New York,New York-Newark-Jersey City,New York County,SingleFamilyResidence,2008-03-31 00:00:00,1571916.0
61639,0,10025,Zip,NY,NY,New York,New York-Newark-Jersey City,New York County,SingleFamilyResidence,2008-04-30 00:00:00,1558872.0
61639,0,10025,Zip,NY,NY,New York,New York-Newark-Jersey City,New York County,SingleFamilyResidence,2008-05-31 00:00:00,1544451.0
61639,0,10025,Zip,NY,NY,New York,New York-Newark-Jersey City,New York County,SingleFamilyResidence,2008-06-30 00:00:00,1545716.0
61639,0,10025,Zip,NY,NY,New York,New York-Newark-Jersey City,New York County,SingleFamilyResidence,2008-07-31 00:00:00,1518274.0
61639,0,10025,Zip,NY,NY,New York,New York-Newark-Jersey City,New York County,SingleFamilyResidence,2008-08-31 00:00:00,1508595.0
61639,0,10025,Zip,NY,NY,New York,New York-Newark-Jersey City,New York County,SingleFamilyResidence,2008-09-30 00:00:00,1508267.0
61639,0,10025,Zip,NY,NY,New York,New York-Newark-Jersey City,New York County,SingleFamilyResidence,2008-10-31 00:00:00,1507886.0
61639,0,10025,Zip,NY,NY,New York,New York-Newark-Jersey City,New York County,SingleFamilyResidence,2008-11-30 00:00:00,1501003.0
